time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
61.815,0.00701652941143945,-0.0525437335104687,0.00556422193721472,0.0994398239473223,-0.42054373886621,0.233191484231486,-0.14206061590935,-0.106460641296991,0.000960060283863832,0.137891104255993,-0.223947128985745,0.0616551741110491
61.82,0.00804825176578002,-0.0521924114070711,0.00557926642116582,0.0999652472378897,-0.418960934703741,0.232470581152825,-0.142173523831101,-0.107941357255148,0.00136217557428928,0.138499624488891,-0.224340088968327,0.061733889064875
61.825,0.0089874197927333,-0.0518495305697408,0.00558332894116831,0.100372590970772,-0.417401968597808,0.231767954130763,-0.142320105060997,-0.109544807929793,0.00178391759518721,0.139044553773064,-0.224834982943543,0.0618440442647156
61.83,0.00983173504527475,-0.0515108290233296,0.00557691045314764,0.100666474961418,-0.415870682453124,0.231084383758059,-0.14250996053763,-0.111269408931393,0.00222180150857904,0.139520891379559,-0.225414334432446,0.0619816893945926
61.835,0.0105804070620198,-0.0511709590447782,0.00556067852500208,0.100852549544207,-0.414371897597181,0.230421156681675,-0.142751857793698,-0.1131109601346,0.00267192356469465,0.139925176720698,-0.22606038492118,0.0621427359566863
61.84,0.0112339278229839,-0.0508237904607489,0.0055354435766527,0.100937298598876,-0.412911408833933,0.229780074514221,-0.143053390651115,-0.115062639413981,0.00313002413455795,0.140255598711744,-0.226755602940931,0.0623230836542289
61.845,0.011793827895013,-0.050462749549648,0.00550213322296599,0.100927834281484,-0.411495938007565,0.229163440384871,-0.14342068887138,-0.117115053707049,0.00359155845359988,0.140512036882143,-0.227483157418019,0.0625187388402878
61.85,0.0122624237164098,-0.0500811801222781,0.00546176534424892,0.100831689250264,-0.410133046256008,0.228574023058426,-0.14385818752113,-0.119256343676098,0.00405177320695181,0.140696032610273,-0.22822733652413,0.0627259200153456
61.855,0.0126425649409602,-0.0496727126480167,0.00541542047958749,0.100656611979647,-0.408831006157145,0.228014999606541,-0.144368461511685,-0.12147233671825,0.00450578702016055,0.140810692555851,-0.228973896324732,0.0629411461623234
61.86,0.0129373902267821,-0.0492316270473484,0.00536421410896931,0.100410370557278,-0.407598636925271,0.2274898786262,-0.144952126386841,-0.123746742103046,0.00494867295485803,0.140860529958252,-0.229710327216646,0.0631613046893583
