run	report	run_family	profile	training_mode	mode	seed	selected_gate_softness	selected_gate_deadband	detector	auroc	best_signal	best_signal_auroc	auroc_logit	auroc_aleatoric	auroc_residual	auroc_forecast	auroc_epistemic	auroc_staleness	auroc_coherence	auroc_drift
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/test_ood/packet_loss	0.9626	staleness	0.9626	0.4994	0.4992			0.5069	0.9626	0.4587	0.4996
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/test_ood/packet_loss_burst	0.9238	staleness	0.9238	0.4964	0.4997			0.5013	0.9238	0.0452	0.4997
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/test_ood/packet_loss_partial	0.9618	coherence	0.9999	0.4989	0.4988			0.5126	0.9618	0.9999	0.5006
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/test_ood/sensor_delay	0.4984	coherence	0.9890	0.4516	0.5202			0.5108	0.4984	0.9890	0.5042
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/test_ood/sensor_delay_jitter	0.4980	coherence	0.9526	0.4533	0.5213			0.5192	0.4980	0.9526	0.5061
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/test_ood/stuck_imu	0.9972	coherence	1.0000	0.4849	0.5236			0.5388	0.9972	1.0000	0.5000
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/encoder_dropout	0.9382	staleness	0.9382	0.5995	0.5406			0.5844	0.9382	0.5000	0.4602
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/imu_bias	0.5010	logit	0.5302	0.5302	0.4628			0.4767	0.5010	0.4999	0.5187
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/insole_missing	0.8029	staleness	0.8029	0.3694	0.5060			0.4808	0.8029	0.5000	0.3667
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/packet_loss	0.9117	staleness	0.9117	0.4997	0.5000			0.4968	0.9117	0.4748	0.5002
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/packet_loss_burst	0.8846	staleness	0.8846	0.4984	0.5007			0.4956	0.8846	0.0802	0.5034
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/packet_loss_partial	0.9142	coherence	0.9988	0.4996	0.5001			0.4967	0.9142	0.9988	0.5002
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/sensor_delay	0.4987	coherence	0.9374	0.3859	0.5798			0.5116	0.4987	0.9374	0.5152
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/sensor_delay_jitter	0.4986	coherence	0.9217	0.3845	0.5813			0.5131	0.4986	0.9217	0.5160
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/train/stuck_imu	0.9665	coherence	1.0000	0.4078	0.5798			0.5596	0.9665	1.0000	0.4872
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/encoder_dropout	0.9348	staleness	0.9348	0.6248	0.5522			0.5667	0.9348	0.5000	0.4796
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/imu_bias	0.5016	logit	0.5306	0.5306	0.4613			0.4939	0.5016	0.5000	0.5136
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/insole_missing	0.8634	staleness	0.8634	0.3829	0.4563			0.4302	0.8634	0.5000	0.3113
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/packet_loss	0.9207	staleness	0.9207	0.4997	0.5001			0.4993	0.9207	0.4844	0.5001
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/packet_loss_burst	0.8997	staleness	0.8997	0.4993	0.4999			0.5019	0.8997	0.0855	0.5039
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/packet_loss_partial	0.9227	coherence	0.9995	0.4995	0.5001			0.5093	0.9227	0.9995	0.5005
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/sensor_delay	0.5009	coherence	0.9529	0.4062	0.5716			0.5195	0.5009	0.9529	0.5136
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/sensor_delay_jitter	0.5005	coherence	0.9425	0.4019	0.5743			0.5177	0.5005	0.9425	0.5122
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	fault_detection/val/stuck_imu	0.9545	coherence	1.0000	0.4239	0.5752			0.5686	0.9545	1.0000	0.4879
v2_fc_ablation_prob_aug_seed13	reports/v2_fc_ablation_prob_aug_seed13/reliability_report.json	ablation	human	prob_aug	eval	13.0000	8.0000	0.7053	ood_detection/clean	0.6822	epistemic	0.7360	0.4771	0.7122			0.7360	0.5565	0.5625	0.6659
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/encoder_dropout	0.9458	staleness	0.9458	0.5753	0.5665			0.5967	0.9458	0.4999	0.4825
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/imu_bias	0.5023	drift	0.5142	0.5141	0.4600			0.4747	0.5023	0.4998	0.5142
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/insole_missing	0.8578	staleness	0.8578	0.4324	0.4845			0.4951	0.8578	0.4999	0.3200
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/packet_loss	0.9380	staleness	0.9380	0.4995	0.4998			0.5005	0.9380	0.4761	0.5000
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/packet_loss_burst	0.9208	staleness	0.9208	0.4991	0.5002			0.4923	0.9208	0.0594	0.5028
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/packet_loss_partial	0.9386	coherence	1.0000	0.4996	0.5000			0.4945	0.9386	1.0000	0.5003
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/sensor_delay	0.4970	coherence	0.9531	0.4232	0.5752			0.5191	0.4970	0.9531	0.5089
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/sensor_delay_jitter	0.4960	coherence	0.9403	0.4171	0.5818			0.5327	0.4960	0.9403	0.5078
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_id/stuck_imu	0.9647	coherence	1.0000	0.4497	0.5505			0.5391	0.9647	1.0000	0.4918
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/encoder_dropout	0.9808	staleness	0.9808	0.5384	0.5243			0.4852	0.9808	0.5006	0.4889
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/imu_bias	0.5024	logit	0.5127	0.5127	0.4658			0.4571	0.5024	0.4998	0.5006
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/insole_missing	0.8412	staleness	0.8412	0.3845	0.4741			0.4174	0.8412	0.5006	0.2954
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/packet_loss	0.9632	staleness	0.9632	0.5000	0.5001			0.5006	0.9632	0.4602	0.5008
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/packet_loss_burst	0.9131	staleness	0.9131	0.5001	0.4987			0.4911	0.9131	0.0481	0.5028
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/packet_loss_partial	0.9597	coherence	1.0000	0.4997	0.4999			0.4802	0.9597	1.0000	0.5003
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/sensor_delay	0.4983	coherence	0.9890	0.4496	0.5167			0.4856	0.4983	0.9890	0.5045
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/sensor_delay_jitter	0.4998	coherence	0.9726	0.4440	0.5160			0.5215	0.4998	0.9726	0.5036
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/test_ood/stuck_imu	0.9972	coherence	1.0000	0.4678	0.5071			0.4893	0.9972	1.0000	0.4996
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/encoder_dropout	0.9374	staleness	0.9374	0.5434	0.6018			0.6333	0.9374	0.5000	0.4597
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/imu_bias	0.5010	drift	0.5188	0.5138	0.4600			0.4830	0.5010	0.4999	0.5188
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/insole_missing	0.8017	staleness	0.8017	0.4431	0.4960			0.4856	0.8017	0.5000	0.3690
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/packet_loss	0.9118	staleness	0.9118	0.4998	0.4999			0.4957	0.9118	0.4737	0.5001
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/packet_loss_burst	0.8824	staleness	0.8824	0.4990	0.5000			0.4996	0.8824	0.0818	0.5026
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/packet_loss_partial	0.9134	coherence	0.9989	0.4997	0.4999			0.5018	0.9134	0.9989	0.5001
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/sensor_delay	0.4988	coherence	0.9374	0.4154	0.5835			0.5199	0.4988	0.9374	0.5153
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/sensor_delay_jitter	0.4990	coherence	0.9215	0.4153	0.5851			0.5255	0.4990	0.9215	0.5165
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/train/stuck_imu	0.9660	coherence	1.0000	0.4441	0.5556			0.5345	0.9660	1.0000	0.4868
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/encoder_dropout	0.9341	staleness	0.9341	0.5623	0.5903			0.6038	0.9341	0.5000	0.4789
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/imu_bias	0.5014	logit	0.5168	0.5168	0.4586			0.4733	0.5014	0.5000	0.5140
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/insole_missing	0.8620	staleness	0.8620	0.4627	0.4391			0.4755	0.8620	0.5000	0.3138
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/packet_loss	0.9182	staleness	0.9182	0.4998	0.5002			0.4974	0.9182	0.4751	0.5010
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/packet_loss_burst	0.8978	staleness	0.8978	0.4989	0.4998			0.5003	0.8978	0.0768	0.5064
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/packet_loss_partial	0.9222	coherence	0.9997	0.4998	0.5001			0.5016	0.9222	0.9997	0.5006
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/sensor_delay	0.5010	coherence	0.9529	0.4302	0.5690			0.5216	0.5010	0.9529	0.5136
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/sensor_delay_jitter	0.5006	coherence	0.9296	0.4299	0.5689			0.5248	0.5006	0.9296	0.5155
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	fault_detection/val/stuck_imu	0.9542	coherence	1.0000	0.4494	0.5513			0.5343	0.9542	1.0000	0.4877
v2_fc_ablation_prob_aug_seed23	reports/v2_fc_ablation_prob_aug_seed23/reliability_report.json	ablation	human	prob_aug	eval	23.0000	8.0000	0.6119	ood_detection/clean	0.6676	epistemic	0.7269	0.4448	0.7108			0.7269	0.5563	0.5624	0.6657
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/encoder_dropout	0.9457	staleness	0.9457	0.5919	0.4989			0.5325	0.9457	0.4999	0.4822
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/imu_bias	0.5022	logit	0.5154	0.5154	0.4586			0.4747	0.5022	0.5000	0.5132
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/insole_missing	0.8574	staleness	0.8574	0.4378	0.4997			0.4749	0.8574	0.4999	0.3175
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/packet_loss	0.9370	staleness	0.9370	0.4996	0.4998			0.4948	0.9370	0.4774	0.5000
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/packet_loss_burst	0.9231	staleness	0.9231	0.4990	0.5012			0.4984	0.9231	0.0545	0.5016
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/packet_loss_partial	0.9387	coherence	1.0000	0.4993	0.5000			0.4951	0.9387	1.0000	0.4996
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/sensor_delay	0.4970	coherence	0.9530	0.4101	0.5764			0.5383	0.4970	0.9530	0.5087
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/sensor_delay_jitter	0.4972	coherence	0.9404	0.4024	0.5791			0.5371	0.4972	0.9404	0.5098
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_id/stuck_imu	0.9647	coherence	1.0000	0.4509	0.5585			0.5454	0.9647	1.0000	0.4927
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/encoder_dropout	0.9806	staleness	0.9806	0.5181	0.4615			0.4020	0.9806	0.5004	0.4886
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/imu_bias	0.5023	logit	0.5037	0.5037	0.4649			0.4919	0.5023	0.4996	0.5002
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/insole_missing	0.8408	staleness	0.8408	0.3987	0.4968			0.4576	0.8408	0.5004	0.2916
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/packet_loss	0.9573	staleness	0.9573	0.4998	0.5003			0.4809	0.9573	0.4506	0.5004
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/packet_loss_burst	0.9217	staleness	0.9217	0.5017	0.5011			0.5020	0.9217	0.0673	0.5001
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/packet_loss_partial	0.9586	coherence	0.9999	0.4994	0.4998			0.4972	0.9586	0.9999	0.5001
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/sensor_delay	0.4982	coherence	0.9890	0.4550	0.5203			0.5325	0.4982	0.9890	0.5045
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/sensor_delay_jitter	0.4979	coherence	0.9644	0.4432	0.5230			0.5215	0.4979	0.9644	0.5024
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/test_ood/stuck_imu	0.9970	coherence	1.0000	0.4572	0.5155			0.4979	0.9970	1.0000	0.4994
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/encoder_dropout	0.9372	staleness	0.9372	0.5507	0.5272			0.5518	0.9372	0.5000	0.4592
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/imu_bias	0.5011	drift	0.5179	0.5114	0.4619			0.4794	0.5011	0.5000	0.5179
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/insole_missing	0.8014	staleness	0.8014	0.4409	0.5012			0.4816	0.8014	0.5000	0.3670
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/packet_loss	0.9113	staleness	0.9113	0.4997	0.5000			0.5010	0.9113	0.4760	0.5002
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/packet_loss_burst	0.8841	staleness	0.8841	0.4984	0.5008			0.5017	0.8841	0.0781	0.5024
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/packet_loss_partial	0.9129	coherence	0.9987	0.4996	0.5000			0.4987	0.9129	0.9987	0.5000
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/sensor_delay	0.4988	coherence	0.9374	0.4033	0.5796			0.5257	0.4988	0.9374	0.5151
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/sensor_delay_jitter	0.4990	coherence	0.9177	0.4029	0.5807			0.5263	0.4990	0.9177	0.5153
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/train/stuck_imu	0.9659	coherence	1.0000	0.4335	0.5627			0.5331	0.9659	1.0000	0.4876
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/encoder_dropout	0.9339	staleness	0.9339	0.5779	0.5259			0.5581	0.9339	0.4999	0.4787
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/imu_bias	0.5012	logit	0.5169	0.5169	0.4608			0.4871	0.5012	0.4999	0.5129
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/insole_missing	0.8616	staleness	0.8616	0.4518	0.4475			0.4476	0.8616	0.4999	0.3115
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/packet_loss	0.9201	staleness	0.9201	0.4996	0.5002			0.4953	0.9201	0.4757	0.4998
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/packet_loss_burst	0.8983	staleness	0.8983	0.4984	0.5009			0.5015	0.8983	0.0750	0.5047
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/packet_loss_partial	0.9217	coherence	0.9998	0.4994	0.5000			0.4923	0.9217	0.9998	0.4999
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/sensor_delay	0.5009	coherence	0.9529	0.4160	0.5714			0.5244	0.5009	0.9529	0.5135
v2_fc_ablation_prob_aug_seed7	reports/v2_fc_ablation_prob_aug_seed7/reliability_report.json	ablation	human	prob_aug	eval	7.0000	8.0000	0.7078	fault_detection/val/sensor_delay_jitter	0.5012	coherence	0.9277	0.4193	0.5685			0.5403	0.5012	0.9277	0.5115
