run	report	run_family	profile	training_mode	mode	seed	selected_gate_softness	selected_gate_deadband	scenario	our_rmse	nature_rmse	rmse_delta	our_r2	nature_r2	r2_delta	our_wrong	our_ungated_wrong	gate_wrong_delta	nature_wrong	wrong_delta	our_retained	our_ungated_retained	gate_retained_delta	gate_retained_ratio	nature_retained	retained_delta	ungated_retained_delta	mean_gate	cl_net_moment_rms_reduction_ratio	cl_abs_work_reduction_ratio	cl_fight_fraction
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_id/packet_loss_partial@0.15	0.1729	0.1639	0.0090	0.7690	0.7924	-0.0235	0.0742	0.0749	-0.0007	0.0592	0.0150	0.7774	0.8151	-0.0377	0.9538	0.9609	-0.1835	-0.1458	0.9734	0.1011	0.1052	0.2020
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_id/sensor_delay@10	0.2084	0.2743	-0.0658	0.6641	0.4185	0.2456	0.1018	0.1052	-0.0034	0.1544	-0.0526	0.6593	0.7513	-0.0920	0.8776	0.8038	-0.1445	-0.0525	0.9478	0.0727	0.0680	0.2583
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_id/sensor_delay@20	0.2631	0.3517	-0.0886	0.4650	0.0439	0.4212	0.1470	0.1595	-0.0125	0.2651	-0.1181	0.5303	0.6957	-0.1654	0.7622	0.6404	-0.1101	0.0553	0.8875	0.0543	0.0404	0.3147
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_id/sensor_delay@5	0.1866	0.2162	-0.0296	0.7307	0.6385	0.0922	0.0844	0.0858	-0.0014	0.0995	-0.0151	0.7397	0.7820	-0.0423	0.9459	0.8932	-0.1534	-0.1111	0.9730	0.0890	0.0892	0.2309
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_id/sensor_delay_jitter@10	0.2118	0.2750	-0.0632	0.6532	0.4153	0.2378	0.1042	0.1082	-0.0040	0.1551	-0.0509	0.6442	0.7515	-0.1073	0.8572	0.7975	-0.1533	-0.0461	0.9383	0.0712	0.0666	0.2601
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_id/sensor_delay_jitter@20	0.2746	0.3489	-0.0742	0.4169	0.0591	0.3578	0.1531	0.1674	-0.0143	0.2552	-0.1021	0.5424	0.6859	-0.1435	0.7908	0.6538	-0.1114	0.0321	0.8925	0.0546	0.0396	0.3150
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/packet_loss@0.05	0.2507	0.1761	0.0746	0.7093	0.8565	-0.1472	0.0682	0.0765	-0.0083	0.0351	0.0331	0.6988	0.7302	-0.0314	0.9570	1.0844	-0.3856	-0.3542	0.9489	0.1011	0.0822	0.2062
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/packet_loss@0.15	0.2509	0.1769	0.0741	0.7087	0.8553	-0.1466	0.0683	0.0766	-0.0083	0.0356	0.0327	0.6975	0.7300	-0.0325	0.9555	1.0836	-0.3860	-0.3535	0.9467	0.1007	0.0817	0.2065
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/packet_loss@0.30	0.2516	0.1786	0.0730	0.7072	0.8525	-0.1453	0.0685	0.0770	-0.0085	0.0363	0.0322	0.6838	0.7293	-0.0455	0.9376	1.0828	-0.3990	-0.3535	0.9247	0.0991	0.0795	0.2073
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/packet_loss_burst@0.05	0.2507	0.1766	0.0742	0.7091	0.8558	-0.1467	0.0682	0.0765	-0.0083	0.0350	0.0332	0.6978	0.7300	-0.0321	0.9560	1.0839	-0.3861	-0.3540	0.9479	0.1012	0.0819	0.2064
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/packet_loss_burst@0.15	0.2524	0.1796	0.0729	0.7052	0.8508	-0.1456	0.0682	0.0768	-0.0086	0.0361	0.0321	0.6867	0.7288	-0.0421	0.9422	1.0818	-0.3951	-0.3530	0.9326	0.0993	0.0800	0.2072
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/packet_loss_partial@0.15	0.2510	0.1768	0.0741	0.7086	0.8553	-0.1467	0.0681	0.0766	-0.0085	0.0353	0.0328	0.6969	0.7297	-0.0329	0.9549	1.0835	-0.3867	-0.3538	0.9470	0.1013	0.0817	0.2065
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/sensor_delay@10	0.2910	0.2801	0.0109	0.6083	0.6371	-0.0289	0.0860	0.0986	-0.0126	0.0918	-0.0058	0.6486	0.6886	-0.0400	0.9419	0.9873	-0.3387	-0.2987	0.9336	0.0880	0.0550	0.2339
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/sensor_delay@20	0.3330	0.3473	-0.0142	0.4868	0.4421	0.0447	0.1155	0.1342	-0.0188	0.1393	-0.0238	0.5934	0.6372	-0.0437	0.9314	0.8966	-0.3032	-0.2595	0.9078	0.0798	0.0433	0.2527
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/sensor_delay@5	0.2671	0.2261	0.0410	0.6699	0.7635	-0.0936	0.0744	0.0852	-0.0108	0.0605	0.0139	0.6800	0.7129	-0.0328	0.9539	1.0416	-0.3616	-0.3288	0.9451	0.0949	0.0670	0.2206
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/sensor_delay_jitter@10	0.2918	0.2787	0.0131	0.6061	0.6406	-0.0345	0.0865	0.1000	-0.0134	0.0905	-0.0040	0.6434	0.6854	-0.0419	0.9388	0.9869	-0.3434	-0.3015	0.9274	0.0873	0.0558	0.2341
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	test_ood/sensor_delay_jitter@20	0.3293	0.3439	-0.0146	0.4982	0.4528	0.0454	0.1096	0.1286	-0.0190	0.1361	-0.0265	0.5947	0.6405	-0.0457	0.9286	0.8950	-0.3003	-0.2546	0.9080	0.0803	0.0444	0.2493
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/packet_loss@0.05	0.1763	0.1645	0.0118	0.7388	0.7726	-0.0338	0.0760	0.0779	-0.0019	0.0739	0.0021	0.7764	0.8179	-0.0415	0.9492	0.9215	-0.1452	-0.1036	0.9715	0.0967	0.1041	0.2095
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/packet_loss@0.15	0.1767	0.1652	0.0114	0.7377	0.7706	-0.0329	0.0762	0.0781	-0.0019	0.0744	0.0018	0.7747	0.8177	-0.0430	0.9475	0.9207	-0.1460	-0.1030	0.9676	0.0963	0.1033	0.2103
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/packet_loss@0.30	0.1774	0.1671	0.0103	0.7356	0.7655	-0.0298	0.0769	0.0789	-0.0020	0.0758	0.0010	0.7604	0.8161	-0.0557	0.9317	0.9188	-0.1584	-0.1027	0.9457	0.0941	0.1006	0.2121
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/packet_loss_burst@0.05	0.1765	0.1647	0.0118	0.7382	0.7719	-0.0337	0.0762	0.0782	-0.0020	0.0740	0.0022	0.7754	0.8177	-0.0423	0.9482	0.9212	-0.1458	-0.1035	0.9705	0.0965	0.1038	0.2098
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/packet_loss_burst@0.15	0.1777	0.1680	0.0097	0.7347	0.7629	-0.0282	0.0774	0.0795	-0.0021	0.0760	0.0014	0.7636	0.8155	-0.0519	0.9364	0.9175	-0.1539	-0.1020	0.9555	0.0942	0.1007	0.2124
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/packet_loss_partial@0.15	0.1764	0.1654	0.0111	0.7384	0.7702	-0.0318	0.0761	0.0781	-0.0019	0.0742	0.0019	0.7746	0.8174	-0.0428	0.9476	0.9206	-0.1460	-0.1032	0.9680	0.0963	0.1032	0.2102
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/sensor_delay@10	0.2091	0.2674	-0.0583	0.6326	0.3991	0.2335	0.0983	0.1050	-0.0067	0.1672	-0.0689	0.6363	0.7644	-0.1281	0.8324	0.7705	-0.1342	-0.0060	0.9219	0.0690	0.0656	0.2571
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/sensor_delay@20	0.2629	0.3347	-0.0719	0.4192	0.0583	0.3609	0.1273	0.1488	-0.0215	0.2770	-0.1497	0.5060	0.7076	-0.2016	0.7151	0.6118	-0.1058	0.0958	0.8607	0.0514	0.0361	0.2944
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/sensor_delay@5	0.1894	0.2148	-0.0253	0.6985	0.6124	0.0860	0.0856	0.0889	-0.0033	0.1138	-0.0283	0.7280	0.7879	-0.0599	0.9240	0.8573	-0.1292	-0.0693	0.9613	0.0838	0.0871	0.2330
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/sensor_delay_jitter@10	0.2165	0.2659	-0.0494	0.6061	0.4060	0.2001	0.1022	0.1100	-0.0078	0.1694	-0.0672	0.6347	0.7633	-0.1286	0.8315	0.7692	-0.1346	-0.0060	0.9186	0.0679	0.0624	0.2590
v2_fc_stress_seed7	reports/v2_fc_stress_seed7/reliability_report.json	stress	human	prob_aug_recon_fc	eval	7.0000	2.0000	1.0520	val/sensor_delay_jitter@20	0.2637	0.3335	-0.0698	0.4155	0.0651	0.3504	0.1364	0.1556	-0.0192	0.2659	-0.1295	0.5130	0.6939	-0.1809	0.7392	0.6226	-0.1097	0.0713	0.8653	0.0514	0.0362	0.3034
