run_family	training_mode	profile	detector	n	auroc_mean	auroc_std	best_signal_auroc_mean	best_signal_auroc_std	auroc_logit_mean	auroc_logit_std	auroc_aleatoric_mean	auroc_aleatoric_std	auroc_residual_mean	auroc_residual_std	auroc_forecast_mean	auroc_forecast_std	auroc_epistemic_mean	auroc_epistemic_std	auroc_staleness_mean	auroc_staleness_std	auroc_coherence_mean	auroc_coherence_std	auroc_drift_mean	auroc_drift_std
loso	prob_aug_recon_fc	human	fault_detection/test_ood/insole_missing	15.0000	0.7814	0.0909	0.8609	0.0477	0.5049	0.0437	0.3278	0.0422	0.6899	0.0603	0.6746	0.0543	0.3570	0.0415	0.8609	0.0477	0.4998	0.0005	0.3441	0.0614
loso	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss	15.0000	0.8850	0.0902	0.9542	0.0274	0.4990	0.0007	0.4998	0.0006	0.5008	0.0011	0.5030	0.0012	0.5019	0.0156	0.9542	0.0274	0.4584	0.0187	0.5004	0.0009
loso	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_burst	15.0000	0.8417	0.0969	0.9238	0.0287	0.4990	0.0012	0.4999	0.0013	0.5017	0.0010	0.5041	0.0012	0.5001	0.0143	0.9238	0.0287	0.0720	0.0279	0.5019	0.0011
loso	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_partial	15.0000	0.9097	0.0917	0.9990	0.0021	0.4993	0.0008	0.5000	0.0005	0.5014	0.0010	0.5033	0.0014	0.5035	0.0153	0.9579	0.0268	0.9990	0.0021	0.5001	0.0008
loso	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay	15.0000	0.6636	0.1518	0.9740	0.0185	0.4768	0.0084	0.5042	0.0056	0.5222	0.0074	0.5214	0.0072	0.4837	0.0113	0.4995	0.0019	0.9740	0.0185	0.5075	0.0057
loso	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay_jitter	15.0000	0.6548	0.1404	0.9485	0.0305	0.4745	0.0094	0.5039	0.0069	0.5255	0.0074	0.5244	0.0073	0.4923	0.0084	0.4997	0.0023	0.9485	0.0305	0.5084	0.0054
loso	prob_aug_recon_fc	human	fault_detection/test_ood/stuck_imu	15.0000	0.9355	0.0937	1.0000	0.0001	0.4846	0.0129	0.5049	0.0076	0.4709	0.0130	0.4726	0.0123	0.4933	0.0144	0.9886	0.0143	1.0000	0.0001	0.4990	0.0014
loso	prob_aug_recon_fc	human	fault_detection/train/encoder_dropout	15.0000	0.9191	0.0227	0.9374	0.0025	0.5790	0.0310	0.4194	0.0209	0.8021	0.0204	0.7851	0.0180	0.4982	0.0179	0.9374	0.0025	0.5000	0.0000	0.4618	0.0007
loso	prob_aug_recon_fc	human	fault_detection/train/imu_bias	15.0000	0.5043	0.0090	0.5294	0.0078	0.5293	0.0079	0.4549	0.0031	0.5034	0.0020	0.5032	0.0016	0.4938	0.0017	0.5009	0.0001	0.5000	0.0000	0.5192	0.0025
loso	prob_aug_recon_fc	human	fault_detection/train/insole_missing	15.0000	0.7453	0.0916	0.8143	0.0054	0.5047	0.0212	0.3898	0.0313	0.7803	0.0365	0.7569	0.0320	0.4149	0.0130	0.8127	0.0050	0.5000	0.0000	0.3627	0.0026
loso	prob_aug_recon_fc	human	fault_detection/train/packet_loss	15.0000	0.8606	0.0611	0.9146	0.0031	0.4997	0.0000	0.5000	0.0000	0.5006	0.0001	0.5021	0.0004	0.4991	0.0015	0.9146	0.0031	0.4760	0.0023	0.5001	0.0001
loso	prob_aug_recon_fc	human	fault_detection/train/packet_loss_burst	15.0000	0.7950	0.1033	0.8890	0.0036	0.4987	0.0001	0.5002	0.0002	0.5030	0.0005	0.5055	0.0008	0.4995	0.0020	0.8890	0.0036	0.0770	0.0022	0.5026	0.0004
loso	prob_aug_recon_fc	human	fault_detection/train/packet_loss_partial	15.0000	0.9073	0.0323	0.9990	0.0003	0.4997	0.0000	0.5000	0.0001	0.5009	0.0001	0.5021	0.0003	0.4992	0.0015	0.9166	0.0032	0.9990	0.0003	0.5001	0.0001
loso	prob_aug_recon_fc	human	fault_detection/train/sensor_delay	15.0000	0.6742	0.1536	0.9401	0.0024	0.4532	0.0068	0.5200	0.0035	0.5410	0.0035	0.5361	0.0027	0.4759	0.0039	0.4987	0.0001	0.9401	0.0024	0.5147	0.0008
loso	prob_aug_recon_fc	human	fault_detection/train/sensor_delay_jitter	15.0000	0.6693	0.1490	0.9236	0.0034	0.4492	0.0073	0.5226	0.0036	0.5521	0.0044	0.5466	0.0031	0.4772	0.0035	0.4987	0.0002	0.9236	0.0034	0.5165	0.0010
loso	prob_aug_recon_fc	human	fault_detection/train/stuck_imu	15.0000	0.9569	0.0176	1.0000	0.0000	0.4653	0.0086	0.5300	0.0057	0.5905	0.0116	0.5808	0.0093	0.4908	0.0059	0.9650	0.0019	1.0000	0.0000	0.4877	0.0004
loso	prob_aug_recon_fc	human	fault_detection/val/encoder_dropout	15.0000	0.9323	0.0211	0.9411	0.0167	0.5862	0.0619	0.4153	0.0404	0.7699	0.0744	0.7539	0.0708	0.4936	0.0387	0.9411	0.0167	0.4999	0.0002	0.4594	0.0344
loso	prob_aug_recon_fc	human	fault_detection/val/imu_bias	15.0000	0.5055	0.0086	0.5351	0.0107	0.5342	0.0115	0.4509	0.0101	0.5041	0.0038	0.5039	0.0034	0.4971	0.0070	0.5016	0.0006	0.4999	0.0004	0.5181	0.0069
loso	prob_aug_recon_fc	human	fault_detection/val/insole_missing	15.0000	0.7444	0.0833	0.8296	0.0461	0.5054	0.0452	0.3852	0.0352	0.7485	0.1066	0.7279	0.1016	0.4135	0.0328	0.8209	0.0410	0.4999	0.0002	0.3570	0.0540
loso	prob_aug_recon_fc	human	fault_detection/val/packet_loss	15.0000	0.8728	0.0586	0.9196	0.0226	0.4994	0.0003	0.4999	0.0003	0.5009	0.0006	0.5030	0.0008	0.4972	0.0088	0.9196	0.0226	0.4736	0.0106	0.5005	0.0005
loso	prob_aug_recon_fc	human	fault_detection/val/packet_loss_burst	15.0000	0.7915	0.0934	0.8921	0.0284	0.4981	0.0005	0.5003	0.0009	0.5029	0.0013	0.5059	0.0016	0.4981	0.0077	0.8921	0.0284	0.0737	0.0203	0.5029	0.0018
loso	prob_aug_recon_fc	human	fault_detection/val/packet_loss_partial	15.0000	0.9142	0.0325	0.9993	0.0019	0.4992	0.0002	0.4998	0.0004	0.5016	0.0006	0.5031	0.0007	0.4949	0.0098	0.9214	0.0229	0.9993	0.0019	0.5003	0.0005
loso	prob_aug_recon_fc	human	fault_detection/val/sensor_delay	15.0000	0.7050	0.1754	0.9445	0.0216	0.4513	0.0126	0.5204	0.0082	0.5421	0.0133	0.5373	0.0118	0.4758	0.0112	0.4989	0.0019	0.9445	0.0216	0.5150	0.0055
loso	prob_aug_recon_fc	human	fault_detection/val/sensor_delay_jitter	15.0000	0.7008	0.1716	0.9305	0.0200	0.4472	0.0129	0.5227	0.0084	0.5520	0.0134	0.5466	0.0117	0.4700	0.0097	0.4991	0.0018	0.9305	0.0200	0.5165	0.0067
loso	prob_aug_recon_fc	human	fault_detection/val/stuck_imu	15.0000	0.9608	0.0206	1.0000	0.0000	0.4637	0.0140	0.5302	0.0113	0.5862	0.0217	0.5775	0.0192	0.4833	0.0081	0.9642	0.0166	1.0000	0.0000	0.4878	0.0070
loso	prob_aug_recon_fc	human	ood_detection/clean	15.0000	0.6545	0.1079	0.6969	0.0429	0.4388	0.1064	0.6413	0.0681	0.6047	0.0634	0.5985	0.0587	0.5973	0.0629	0.5867	0.0692	0.5361	0.0584	0.6641	0.0497
main	prob_aug_recon_fc	human	fault_detection/test_id/encoder_dropout	3.0000	0.9513	0.0069	0.9460	0.0002	0.6380	0.0109	0.4738	0.0411	0.8719	0.0267	0.8555	0.0260	0.5418	0.0370	0.9460	0.0002	0.4999	0.0000	0.4827	0.0004
main	prob_aug_recon_fc	human	fault_detection/test_id/imu_bias	3.0000	0.5017	0.0012	0.5341	0.0034	0.5341	0.0034	0.4559	0.0001	0.5043	0.0026	0.5042	0.0024	0.4833	0.0049	0.5022	0.0002	0.4999	0.0001	0.5139	0.0002
main	prob_aug_recon_fc	human	fault_detection/test_id/insole_missing	3.0000	0.9278	0.0126	0.9453	0.0144	0.4777	0.0545	0.4699	0.0579	0.9453	0.0144	0.9295	0.0130	0.4484	0.0181	0.8589	0.0005	0.4999	0.0000	0.3185	0.0016
main	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss	3.0000	0.8754	0.0081	0.9379	0.0005	0.4994	0.0001	0.4998	0.0001	0.5006	0.0001	0.5085	0.0015	0.4930	0.0029	0.9379	0.0005	0.4794	0.0046	0.5000	0.0001
main	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_burst	3.0000	0.7430	0.0195	0.9217	0.0018	0.4982	0.0007	0.5014	0.0003	0.5036	0.0005	0.5152	0.0017	0.5007	0.0025	0.9217	0.0018	0.0549	0.0043	0.5022	0.0008
main	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_partial	3.0000	0.9149	0.0055	1.0000	0.0000	0.4995	0.0001	0.5003	0.0003	0.5014	0.0003	0.5088	0.0015	0.4952	0.0030	0.9391	0.0003	1.0000	0.0000	0.5001	0.0003
main	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay	3.0000	0.8782	0.0089	0.9531	0.0000	0.4383	0.0092	0.5702	0.0083	0.6114	0.0122	0.5985	0.0097	0.5154	0.0047	0.4970	0.0001	0.9531	0.0000	0.5090	0.0001
main	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay_jitter	3.0000	0.8670	0.0133	0.9348	0.0096	0.4401	0.0090	0.5730	0.0054	0.6175	0.0118	0.6050	0.0094	0.5198	0.0159	0.4969	0.0008	0.9348	0.0096	0.5106	0.0036
main	prob_aug_recon_fc	human	fault_detection/test_id/stuck_imu	3.0000	0.9598	0.0004	1.0000	0.0000	0.4789	0.0092	0.5437	0.0046	0.6595	0.0093	0.6454	0.0056	0.5295	0.0066	0.9650	0.0002	1.0000	0.0000	0.4922	0.0004
main	prob_aug_recon_fc	human	fault_detection/test_ood/encoder_dropout	3.0000	0.8874	0.0052	0.9814	0.0002	0.6071	0.0368	0.3993	0.0403	0.6584	0.0378	0.6435	0.0341	0.4352	0.0483	0.9814	0.0002	0.5005	0.0001	0.4889	0.0004
main	prob_aug_recon_fc	human	fault_detection/test_ood/imu_bias	3.0000	0.5037	0.0019	0.5345	0.0041	0.5345	0.0041	0.4627	0.0031	0.5077	0.0036	0.5071	0.0030	0.4785	0.0140	0.5028	0.0000	0.4999	0.0002	0.5005	0.0001
main	prob_aug_recon_fc	human	fault_detection/test_ood/insole_missing	3.0000	0.8389	0.0212	0.8472	0.0077	0.4679	0.0253	0.4219	0.0505	0.8244	0.0287	0.7972	0.0247	0.3840	0.0334	0.8430	0.0005	0.5005	0.0001	0.2932	0.0021
main	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss	3.0000	0.7885	0.0071	0.9619	0.0031	0.4994	0.0007	0.4999	0.0005	0.5005	0.0002	0.5078	0.0017	0.4915	0.0043	0.9619	0.0031	0.4564	0.0054	0.5005	0.0005
main	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_burst	3.0000	0.7552	0.0002	0.9204	0.0055	0.4990	0.0008	0.5002	0.0007	0.5019	0.0008	0.5105	0.0020	0.4998	0.0175	0.9204	0.0055	0.0535	0.0120	0.5005	0.0014
main	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_partial	3.0000	0.8126	0.0034	0.9999	0.0001	0.4996	0.0003	0.4999	0.0003	0.5013	0.0008	0.5073	0.0014	0.5033	0.0163	0.9611	0.0012	0.9999	0.0001	0.5004	0.0005
main	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay	3.0000	0.7735	0.0055	0.9890	0.0000	0.4800	0.0020	0.5152	0.0031	0.5447	0.0049	0.5389	0.0046	0.5185	0.0158	0.4983	0.0001	0.9890	0.0000	0.5044	0.0005
main	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay_jitter	3.0000	0.7658	0.0102	0.9632	0.0101	0.4810	0.0004	0.5152	0.0051	0.5496	0.0023	0.5434	0.0019	0.4983	0.0135	0.4986	0.0008	0.9632	0.0101	0.5038	0.0019
main	prob_aug_recon_fc	human	fault_detection/test_ood/stuck_imu	3.0000	0.8435	0.0047	1.0000	0.0000	0.4843	0.0037	0.5106	0.0051	0.4777	0.0061	0.4750	0.0055	0.5137	0.0140	0.9972	0.0000	1.0000	0.0000	0.4995	0.0001
main	prob_aug_recon_fc	human	fault_detection/train/encoder_dropout	3.0000	0.9508	0.0092	0.9381	0.0003	0.5863	0.0165	0.5044	0.0314	0.8912	0.0192	0.8758	0.0184	0.5618	0.0338	0.9381	0.0003	0.5000	0.0000	0.4603	0.0006
main	prob_aug_recon_fc	human	fault_detection/train/imu_bias	3.0000	0.5016	0.0015	0.5327	0.0068	0.5327	0.0068	0.4564	0.0032	0.5040	0.0026	0.5038	0.0022	0.4804	0.0021	0.5009	0.0002	0.5000	0.0000	0.5188	0.0002
main	prob_aug_recon_fc	human	fault_detection/train/insole_missing	3.0000	0.9011	0.0182	0.9048	0.0210	0.4760	0.0410	0.4606	0.0411	0.9048	0.0210	0.8816	0.0192	0.4406	0.0115	0.8027	0.0004	0.5000	0.0000	0.3676	0.0016
main	prob_aug_recon_fc	human	fault_detection/train/packet_loss	3.0000	0.8533	0.0029	0.9123	0.0002	0.4997	0.0000	0.5001	0.0000	0.5006	0.0001	0.5082	0.0015	0.4992	0.0021	0.9123	0.0002	0.4748	0.0011	0.5002	0.0001
main	prob_aug_recon_fc	human	fault_detection/train/packet_loss_burst	3.0000	0.7675	0.0042	0.8844	0.0011	0.4986	0.0004	0.5010	0.0003	0.5033	0.0005	0.5148	0.0024	0.4999	0.0029	0.8844	0.0011	0.0800	0.0018	0.5028	0.0006
main	prob_aug_recon_fc	human	fault_detection/train/packet_loss_partial	3.0000	0.8785	0.0027	0.9988	0.0001	0.4996	0.0001	0.5001	0.0001	0.5012	0.0002	0.5080	0.0016	0.5015	0.0010	0.9142	0.0004	0.9988	0.0001	0.5001	0.0001
main	prob_aug_recon_fc	human	fault_detection/train/sensor_delay	3.0000	0.8048	0.0065	0.9374	0.0000	0.4331	0.0112	0.5741	0.0057	0.5986	0.0090	0.5863	0.0072	0.5091	0.0071	0.4987	0.0000	0.9374	0.0000	0.5152	0.0001
main	prob_aug_recon_fc	human	fault_detection/train/sensor_delay_jitter	3.0000	0.7980	0.0066	0.9203	0.0023	0.4368	0.0106	0.5751	0.0059	0.6044	0.0090	0.5921	0.0069	0.5108	0.0032	0.4988	0.0002	0.9203	0.0023	0.5160	0.0004
main	prob_aug_recon_fc	human	fault_detection/train/stuck_imu	3.0000	0.9564	0.0010	1.0000	0.0000	0.4713	0.0133	0.5482	0.0054	0.6577	0.0077	0.6436	0.0050	0.5170	0.0066	0.9664	0.0002	1.0000	0.0000	0.4871	0.0002
main	prob_aug_recon_fc	human	fault_detection/val/encoder_dropout	3.0000	0.9204	0.0093	0.9346	0.0003	0.6121	0.0212	0.5278	0.0139	0.8408	0.0183	0.8255	0.0170	0.5713	0.0200	0.9346	0.0003	0.5000	0.0000	0.4795	0.0004
main	prob_aug_recon_fc	human	fault_detection/val/imu_bias	3.0000	0.5010	0.0010	0.5367	0.0055	0.5367	0.0055	0.4559	0.0043	0.5009	0.0029	0.5011	0.0026	0.4830	0.0015	0.5016	0.0000	0.5001	0.0001	0.5139	0.0002
main	prob_aug_recon_fc	human	fault_detection/val/insole_missing	3.0000	0.8815	0.0199	0.8931	0.0177	0.5250	0.0479	0.4058	0.0482	0.8931	0.0177	0.8725	0.0169	0.4350	0.0180	0.8631	0.0005	0.5000	0.0000	0.3125	0.0016
main	prob_aug_recon_fc	human	fault_detection/val/packet_loss	3.0000	0.7696	0.0042	0.9202	0.0012	0.4996	0.0001	0.5002	0.0001	0.5010	0.0003	0.5095	0.0016	0.5009	0.0059	0.9202	0.0012	0.4784	0.0053	0.5003	0.0005
main	prob_aug_recon_fc	human	fault_detection/val/packet_loss_burst	3.0000	0.6567	0.0043	0.8991	0.0008	0.4989	0.0006	0.5004	0.0004	0.5025	0.0002	0.5148	0.0013	0.4959	0.0112	0.8991	0.0008	0.0792	0.0056	0.5049	0.0011
main	prob_aug_recon_fc	human	fault_detection/val/packet_loss_partial	3.0000	0.8774	0.0034	0.9997	0.0001	0.4994	0.0002	0.5000	0.0002	0.5015	0.0000	0.5089	0.0011	0.4963	0.0036	0.9227	0.0002	0.9997	0.0001	0.5003	0.0004
main	prob_aug_recon_fc	human	fault_detection/val/sensor_delay	3.0000	0.8402	0.0059	0.9529	0.0000	0.4428	0.0124	0.5660	0.0063	0.5945	0.0080	0.5838	0.0068	0.5097	0.0033	0.5009	0.0001	0.9529	0.0000	0.5136	0.0001
main	prob_aug_recon_fc	human	fault_detection/val/sensor_delay_jitter	3.0000	0.8241	0.0075	0.9333	0.0081	0.4462	0.0121	0.5651	0.0082	0.6000	0.0107	0.5891	0.0083	0.5187	0.0030	0.5008	0.0004	0.9333	0.0081	0.5131	0.0021
main	prob_aug_recon_fc	human	fault_detection/val/stuck_imu	3.0000	0.9312	0.0018	1.0000	0.0000	0.4763	0.0110	0.5468	0.0061	0.6505	0.0047	0.6375	0.0027	0.5229	0.0054	0.9545	0.0001	1.0000	0.0000	0.4880	0.0002
main	prob_aug_recon_fc	human	ood_detection/clean	3.0000	0.7203	0.0095	0.7238	0.0122	0.5364	0.0245	0.7146	0.0244	0.7063	0.0184	0.6922	0.0147	0.7184	0.0185	0.5564	0.0001	0.5623	0.0001	0.6660	0.0001
stress	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss@0.05	3.0000	0.5376	0.0019	0.7652	0.0012	0.4998	0.0002	0.4999	0.0001	0.5002	0.0001	0.5033	0.0005	0.5062	0.0052	0.7652	0.0012	0.5242	0.0010	0.5001	0.0001
stress	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss@0.15	3.0000	0.8733	0.0070	0.9378	0.0003	0.4994	0.0001	0.5002	0.0001	0.5007	0.0001	0.5088	0.0019	0.5027	0.0084	0.9378	0.0003	0.4783	0.0034	0.5000	0.0002
stress	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss@0.30	3.0000	0.9613	0.0018	0.9712	0.0001	0.4991	0.0002	0.5000	0.0001	0.5011	0.0002	0.5170	0.0030	0.4999	0.0030	0.9712	0.0001	0.3382	0.0028	0.5005	0.0007
stress	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_burst@0.05	3.0000	0.4407	0.0062	0.7560	0.0010	0.4996	0.0003	0.4999	0.0002	0.5002	0.0005	0.5046	0.0016	0.5036	0.0109	0.7560	0.0010	0.3736	0.0013	0.5002	0.0002
stress	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_burst@0.15	3.0000	0.7335	0.0121	0.9202	0.0026	0.4983	0.0006	0.5012	0.0003	0.5037	0.0002	0.5155	0.0020	0.5010	0.0052	0.9202	0.0026	0.0492	0.0051	0.5022	0.0008
stress	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_partial@0.15	3.0000	0.9150	0.0056	1.0000	0.0000	0.4996	0.0001	0.5001	0.0001	0.5014	0.0001	0.5085	0.0018	0.5040	0.0038	0.9391	0.0001	1.0000	0.0000	0.5002	0.0003
stress	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay@10	3.0000	0.8782	0.0089	0.9531	0.0000	0.4383	0.0092	0.5702	0.0083	0.6114	0.0122	0.5985	0.0097	0.5119	0.0035	0.4970	0.0001	0.9531	0.0000	0.5090	0.0001
stress	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay@20	3.0000	0.8993	0.0100	0.9498	0.0000	0.4020	0.0187	0.6388	0.0135	0.6917	0.0164	0.6763	0.0137	0.5639	0.0147	0.4937	0.0001	0.9498	0.0000	0.5401	0.0003
stress	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay@5	3.0000	0.8638	0.0086	0.9569	0.0000	0.4675	0.0033	0.5307	0.0040	0.5479	0.0060	0.5392	0.0042	0.4938	0.0094	0.4985	0.0000	0.9569	0.0000	0.5011	0.0001
stress	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay_jitter@10	3.0000	0.8662	0.0061	0.9340	0.0077	0.4423	0.0096	0.5707	0.0070	0.6156	0.0138	0.6029	0.0110	0.5234	0.0031	0.4968	0.0005	0.9340	0.0077	0.5116	0.0015
stress	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay_jitter@20	3.0000	0.9047	0.0094	0.9710	0.0029	0.4047	0.0177	0.6371	0.0122	0.6909	0.0145	0.6767	0.0115	0.5569	0.0174	0.4935	0.0007	0.9710	0.0029	0.5444	0.0009
stress	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss@0.05	3.0000	0.5797	0.0052	0.6993	0.0038	0.4995	0.0002	0.5000	0.0004	0.5003	0.0001	0.5039	0.0008	0.5044	0.0259	0.6993	0.0038	0.5053	0.0056	0.5000	0.0003
stress	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss@0.15	3.0000	0.7904	0.0023	0.9579	0.0016	0.4993	0.0001	0.4999	0.0004	0.5004	0.0005	0.5076	0.0015	0.5003	0.0072	0.9579	0.0016	0.4567	0.0061	0.4999	0.0003
stress	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss@0.30	3.0000	0.9138	0.0046	0.9999	0.0001	0.4992	0.0002	0.5000	0.0005	0.5012	0.0007	0.5139	0.0027	0.5097	0.0148	0.9999	0.0001	0.3152	0.0060	0.5007	0.0003
stress	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_burst@0.05	3.0000	0.5604	0.0083	0.6997	0.0040	0.4999	0.0005	0.5002	0.0007	0.5006	0.0003	0.5042	0.0009	0.4987	0.0103	0.6997	0.0040	0.3557	0.0110	0.5008	0.0004
stress	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_burst@0.15	3.0000	0.7594	0.0038	0.9247	0.0050	0.4990	0.0010	0.5009	0.0016	0.5003	0.0016	0.5088	0.0028	0.5087	0.0090	0.9247	0.0050	0.0509	0.0075	0.5004	0.0011
stress	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_partial@0.15	3.0000	0.8128	0.0040	1.0000	0.0000	0.4994	0.0002	0.5001	0.0001	0.5011	0.0002	0.5073	0.0007	0.5000	0.0082	0.9606	0.0005	1.0000	0.0000	0.5001	0.0006
stress	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay@10	3.0000	0.7735	0.0055	0.9890	0.0000	0.4800	0.0020	0.5152	0.0031	0.5447	0.0049	0.5389	0.0046	0.4984	0.0032	0.4983	0.0001	0.9890	0.0000	0.5044	0.0005
stress	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay@20	3.0000	0.7883	0.0069	0.9766	0.0000	0.4716	0.0027	0.5299	0.0124	0.5934	0.0104	0.5859	0.0089	0.5172	0.0057	0.4982	0.0003	0.9766	0.0000	0.5226	0.0005
stress	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay@5	3.0000	0.7515	0.0080	0.9749	0.0000	0.4883	0.0018	0.5065	0.0003	0.5171	0.0022	0.5139	0.0017	0.5041	0.0092	0.4988	0.0002	0.9749	0.0000	0.5010	0.0004
stress	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay_jitter@10	3.0000	0.7619	0.0081	0.9608	0.0021	0.4809	0.0022	0.5153	0.0037	0.5462	0.0077	0.5413	0.0070	0.4923	0.0083	0.4983	0.0004	0.9608	0.0021	0.5060	0.0006
stress	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay_jitter@20	3.0000	0.7940	0.0070	0.9769	0.0052	0.4723	0.0035	0.5308	0.0102	0.5935	0.0092	0.5866	0.0086	0.5241	0.0166	0.4985	0.0002	0.9769	0.0052	0.5224	0.0025
stress	prob_aug_recon_fc	human	fault_detection/train/packet_loss@0.05	3.0000	0.5617	0.0016	0.7038	0.0011	0.4999	0.0000	0.5000	0.0000	0.5002	0.0000	0.5027	0.0005	0.4988	0.0012	0.7038	0.0011	0.5148	0.0004	0.5000	0.0000
stress	prob_aug_recon_fc	human	fault_detection/train/packet_loss@0.15	3.0000	0.8529	0.0018	0.9121	0.0002	0.4997	0.0001	0.5001	0.0000	0.5006	0.0001	0.5083	0.0013	0.5018	0.0030	0.9121	0.0002	0.4755	0.0018	0.5001	0.0001
stress	prob_aug_recon_fc	human	fault_detection/train/packet_loss@0.30	3.0000	0.9664	0.0012	0.9836	0.0001	0.4993	0.0001	0.5001	0.0000	0.5015	0.0001	0.5179	0.0030	0.5007	0.0010	0.9836	0.0001	0.3451	0.0014	0.5004	0.0001
stress	prob_aug_recon_fc	human	fault_detection/train/packet_loss_burst@0.05	3.0000	0.5061	0.0010	0.6963	0.0009	0.4997	0.0000	0.5001	0.0000	0.5004	0.0001	0.5042	0.0007	0.4979	0.0043	0.6963	0.0009	0.3815	0.0016	0.5001	0.0001
stress	prob_aug_recon_fc	human	fault_detection/train/packet_loss_burst@0.15	3.0000	0.7650	0.0063	0.8835	0.0024	0.4986	0.0003	0.5009	0.0002	0.5034	0.0002	0.5146	0.0017	0.4981	0.0016	0.8835	0.0024	0.0803	0.0018	0.5026	0.0003
stress	prob_aug_recon_fc	human	fault_detection/train/packet_loss_partial@0.15	3.0000	0.8785	0.0026	0.9989	0.0000	0.4996	0.0000	0.5001	0.0001	0.5012	0.0001	0.5081	0.0015	0.5004	0.0019	0.9143	0.0003	0.9989	0.0000	0.5001	0.0001
stress	prob_aug_recon_fc	human	fault_detection/train/sensor_delay@10	3.0000	0.8048	0.0065	0.9374	0.0000	0.4331	0.0112	0.5741	0.0057	0.5986	0.0090	0.5863	0.0072	0.5064	0.0062	0.4987	0.0000	0.9374	0.0000	0.5152	0.0001
stress	prob_aug_recon_fc	human	fault_detection/train/sensor_delay@20	3.0000	0.8570	0.0069	0.9664	0.0000	0.4008	0.0155	0.6403	0.0068	0.6652	0.0134	0.6507	0.0105	0.5495	0.0103	0.4974	0.0000	0.9664	0.0000	0.5521	0.0002
stress	prob_aug_recon_fc	human	fault_detection/train/sensor_delay@5	3.0000	0.7748	0.0044	0.9355	0.0000	0.4630	0.0056	0.5331	0.0032	0.5440	0.0058	0.5349	0.0045	0.4951	0.0020	0.4994	0.0000	0.9355	0.0000	0.5041	0.0000
stress	prob_aug_recon_fc	human	fault_detection/train/sensor_delay_jitter@10	3.0000	0.7997	0.0068	0.9233	0.0014	0.4366	0.0108	0.5758	0.0049	0.6047	0.0087	0.5924	0.0066	0.5134	0.0046	0.4987	0.0001	0.9233	0.0014	0.5168	0.0004
stress	prob_aug_recon_fc	human	fault_detection/train/sensor_delay_jitter@20	3.0000	0.8481	0.0076	0.9540	0.0010	0.4027	0.0141	0.6365	0.0051	0.6692	0.0123	0.6544	0.0100	0.5505	0.0073	0.4977	0.0000	0.9540	0.0010	0.5579	0.0012
stress	prob_aug_recon_fc	human	fault_detection/val/packet_loss@0.05	3.0000	0.5353	0.0032	0.7272	0.0018	0.4998	0.0002	0.5000	0.0001	0.5001	0.0001	0.5035	0.0005	0.5033	0.0044	0.7272	0.0018	0.5202	0.0024	0.5001	0.0000
stress	prob_aug_recon_fc	human	fault_detection/val/packet_loss@0.15	3.0000	0.7698	0.0068	0.9203	0.0012	0.4994	0.0002	0.5001	0.0003	0.5007	0.0002	0.5091	0.0014	0.5015	0.0049	0.9203	0.0012	0.4756	0.0028	0.5004	0.0007
